"","sign_p.value","effect_size","p.adjust","enrich","tax","group","enrich2"
"YangFM_2021_Metformin_D90.Bacteroides_faecis",0.0228960862718054,-0.333,0.150385657557995,"none","Bacteroides_faecis","YangFM_2021_Metformin_D90","P<=0.05"
"YangFM_2021_Metformin_D90.Bacteroides_finegoldii",0.409139779461676,-0.12,0.699653232333871,"none","Bacteroides_finegoldii","YangFM_2021_Metformin_D90","None"
"YangFM_2021_Metformin_D90.Bacteroides_fragilis",0.215674324195101,-0.181,0.523780501616675,"none","Bacteroides_fragilis","YangFM_2021_Metformin_D90","None"
"YangFM_2021_Metformin_D90.Bacteroides_intestinalis",0.949373971225811,0.00926,0.979889563158069,"none","Bacteroides_intestinalis","YangFM_2021_Metformin_D90","None"
"YangFM_2021_Metformin_D90.Bacteroides_nordii",0.0361472266175234,-0.306,0.189937245317532,"none","Bacteroides_nordii","YangFM_2021_Metformin_D90","P<=0.05"
"YangFM_2021_Metformin_D90.Bacteroides_ovatus",0.807703560716818,-0.0354,0.929985374689882,"none","Bacteroides_ovatus","YangFM_2021_Metformin_D90","None"
"YangFM_2021_Metformin_D90.Bacteroides_salyersiae",0.00294341339022135,-0.433,0.0500380276337629,"none","Bacteroides_salyersiae","YangFM_2021_Metformin_D90","P<=0.05"
"YangFM_2021_Metformin_D90.Bacteroides_sp_AM10_21B",0.0149372654842064,-0.354,0.139253862094699,"none","Bacteroides_sp_AM10_21B","YangFM_2021_Metformin_D90","P<=0.05"
"YangFM_2021_Metformin_D90.Bacteroides_stercoris",0.0248698950597361,-0.327,0.152923397282207,"none","Bacteroides_stercoris","YangFM_2021_Metformin_D90","P<=0.05"
"YangFM_2021_Metformin_D90.Bacteroides_thetaiotaomicron",0.0193531884380157,-0.341,0.147945637023678,"none","Bacteroides_thetaiotaomicron","YangFM_2021_Metformin_D90","P<=0.05"
"YangFM_2021_Metformin_D90.Bacteroides_uniformis",0.000998136888538179,-0.48,0.0262237782534122,"D90","Bacteroides_uniformis","YangFM_2021_Metformin_D90","q<=0.05"
"YangFM_2021_Metformin_D90.Bacteroides_xylanisolvens",0.231780887166605,-0.175,0.549054724517614,"none","Bacteroides_xylanisolvens","YangFM_2021_Metformin_D90","None"
"YangFM_2021_Metformin_D90.Barnesiella_intestinihominis",0.135677026844563,-0.217,0.417134688915732,"none","Barnesiella_intestinihominis","YangFM_2021_Metformin_D90","None"
"YangFM_2021_Metformin_D90.Bifidobacterium_adolescentis",0.36839518598509,-0.131,0.691339017855137,"none","Bifidobacterium_adolescentis","YangFM_2021_Metformin_D90","None"
"YangFM_2021_Metformin_D90.Bifidobacterium_longum",0.029263044179876,0.318,0.169140395359683,"none","Bifidobacterium_longum","YangFM_2021_Metformin_D90","P<=0.05"
"YangFM_2021_Metformin_D90.Bifidobacterium_pseudocatenulatum",0.261986264013096,0.163,0.582415617690653,"none","Bifidobacterium_pseudocatenulatum","YangFM_2021_Metformin_D90","None"
"YangFM_2021_Metformin_D90.Bilophila_SGB15451",0.0188118157847926,-0.343,0.147945637023678,"none","Bilophila_SGB15451","YangFM_2021_Metformin_D90","P<=0.05"
"YangFM_2021_Metformin_D90.Bilophila_wadsworthia",2.53456945790213e-05,-0.614,0.00555944248677682,"D90","Bilophila_wadsworthia","YangFM_2021_Metformin_D90","q<=0.05"
"YangFM_2021_Metformin_D90.Bittarella_massiliensis",0.546386924865863,-0.088,0.801552392315911,"none","Bittarella_massiliensis","YangFM_2021_Metformin_D90","None"
"YangFM_2021_Metformin_D90.Blautia_caecimuris",0.00120311516530535,-0.473,0.0287998112667011,"D90","Blautia_caecimuris","YangFM_2021_Metformin_D90","q<=0.05"
"YangFM_2021_Metformin_D90.Blautia_faecicola",0.280418279201124,-0.158,0.59588884330239,"none","Blautia_faecicola","YangFM_2021_Metformin_D90","None"
"YangFM_2021_Metformin_D90.Blautia_faecis",0.409139779461676,0.12,0.699653232333871,"none","Blautia_faecis","YangFM_2021_Metformin_D90","None"
"YangFM_2021_Metformin_D90.Blautia_glucerasea",0.915723908963348,-0.0155,0.979889563158069,"none","Blautia_glucerasea","YangFM_2021_Metformin_D90","None"
"YangFM_2021_Metformin_D90.Blautia_hansenii",0.304670382747309,-0.15,0.615732451845959,"none","Blautia_hansenii","YangFM_2021_Metformin_D90","None"
"YangFM_2021_Metformin_D90.Blautia_luti",0.156188059374702,-0.207,0.455942920800899,"none","Blautia_luti","YangFM_2021_Metformin_D90","None"
"YangFM_2021_Metformin_D90.Blautia_massiliensis",0.117311284180654,0.229,0.385260921911466,"none","Blautia_massiliensis","YangFM_2021_Metformin_D90","None"
"YangFM_2021_Metformin_D90.Blautia_obeum",0.385538318080819,0.127,0.692053254194762,"none","Blautia_obeum","YangFM_2021_Metformin_D90","None"
"YangFM_2021_Metformin_D90.Blautia_SGB4815",0.0845469611809078,-0.251,0.321500944490557,"none","Blautia_SGB4815","YangFM_2021_Metformin_D90","None"
"YangFM_2021_Metformin_D90.Blautia_sp_Marseille_P3087",0.299711831787513,-0.152,0.60997689708867,"none","Blautia_sp_Marseille_P3087","YangFM_2021_Metformin_D90","None"
"YangFM_2021_Metformin_D90.Blautia_sp_MSK_20_85",0.153121700147711,-0.209,0.451552768802944,"none","Blautia_sp_MSK_20_85","YangFM_2021_Metformin_D90","None"
"YangFM_2021_Metformin_D90.Blautia_sp_OF03_15BH",0.175571712115534,0.197,0.483240236203709,"none","Blautia_sp_OF03_15BH","YangFM_2021_Metformin_D90","None"
"YangFM_2021_Metformin_D90.Blautia_stercoris",0.215674324195101,0.181,0.523780501616675,"none","Blautia_stercoris","YangFM_2021_Metformin_D90","None"
"YangFM_2021_Metformin_D90.Blautia_wexlerae",0.532399485011441,0.091,0.789043339324648,"none","Blautia_wexlerae","YangFM_2021_Metformin_D90","None"
"YangFM_2021_Metformin_D90.Butyricicoccus_sp_AM29_23AC",0.484913025235708,-0.102,0.75344013060817,"none","Butyricicoccus_sp_AM29_23AC","YangFM_2021_Metformin_D90","None"
"YangFM_2021_Metformin_D90.Butyricimonas_faecihominis",0.117311284180654,-0.229,0.385260921911466,"none","Butyricimonas_faecihominis","YangFM_2021_Metformin_D90","None"
"YangFM_2021_Metformin_D90.Butyricimonas_paravirosa",0.114854983321936,-0.23,0.385260921911466,"none","Butyricimonas_paravirosa","YangFM_2021_Metformin_D90","None"
"YangFM_2021_Metformin_D90.Butyricimonas_SGB15260",0.248723555129959,-0.168,0.570484979623477,"none","Butyricimonas_SGB15260","YangFM_2021_Metformin_D90","None"
"YangFM_2021_Metformin_D90.Butyricimonas_sp_Marseille_P3923",0.204134844021526,-0.185,0.522079379842663,"none","Butyricimonas_sp_Marseille_P3923","YangFM_2021_Metformin_D90","None"
"YangFM_2021_Metformin_D90.Butyricimonas_virosa",0.00815607215350135,-0.387,0.0982127021817454,"none","Butyricimonas_virosa","YangFM_2021_Metformin_D90","P<=0.05"
"YangFM_2021_Metformin_D90.Candidatus_Cibionibacter_quicibialis",0.0924596740503316,0.245,0.342574946160844,"none","Candidatus_Cibionibacter_quicibialis","YangFM_2021_Metformin_D90","None"
"YangFM_2021_Metformin_D90.Candidatus_Nanosynsacchari_sp_TM7_ANC_38_39_G1_1",0.511763747822109,-0.0957,0.770311057919737,"none","Candidatus_Nanosynsacchari_sp_TM7_ANC_38_39_G1_1","YangFM_2021_Metformin_D90","None"
"YangFM_2021_Metformin_D90.Catenibacterium_SGB4425",0.385538318080819,-0.127,0.692053254194762,"none","Catenibacterium_SGB4425","YangFM_2021_Metformin_D90","None"
"YangFM_2021_Metformin_D90.Christensenellaceae_bacterium_NSJ_63",0.815910895361044,-0.034,0.935707336346594,"none","Christensenellaceae_bacterium_NSJ_63","YangFM_2021_Metformin_D90","None"
"YangFM_2021_Metformin_D90.Clostridia_bacterium_UC5_1_1D1",0.924124653012082,0.0139,0.979889563158069,"none","Clostridia_bacterium_UC5_1_1D1","YangFM_2021_Metformin_D90","None"
"YangFM_2021_Metformin_D90.Clostridiaceae_bacterium",0.182416317507497,0.194,0.497342601506289,"none","Clostridiaceae_bacterium","YangFM_2021_Metformin_D90","None"
"YangFM_2021_Metformin_D90.Clostridiaceae_bacterium_AF18_31LB",0.172222101927864,0.2,0.483225120943229,"none","Clostridiaceae_bacterium_AF18_31LB","YangFM_2021_Metformin_D90","None"
"YangFM_2021_Metformin_D90.Clostridiaceae_bacterium_Marseille_Q3526",0.0149372654842064,-0.354,0.139253862094699,"none","Clostridiaceae_bacterium_Marseille_Q3526","YangFM_2021_Metformin_D90","P<=0.05"
"YangFM_2021_Metformin_D90.Clostridiaceae_bacterium_Marseille_Q4143",0.0703657333828045,0.264,0.299054366876919,"none","Clostridiaceae_bacterium_Marseille_Q4143","YangFM_2021_Metformin_D90","None"
"YangFM_2021_Metformin_D90.Clostridiaceae_bacterium_Marseille_Q4145",0.452452112479989,0.11,0.734599216329869,"none","Clostridiaceae_bacterium_Marseille_Q4145","YangFM_2021_Metformin_D90","None"
"YangFM_2021_Metformin_D90.Clostridiaceae_bacterium_Marseille_Q4149",0.77509389881524,0.0417,0.914294435745324,"none","Clostridiaceae_bacterium_Marseille_Q4149","YangFM_2021_Metformin_D90","None"
"YangFM_2021_Metformin_D90.Clostridiaceae_unclassified_SGB4771",0.783211657415091,0.0401,0.916389348149641,"none","Clostridiaceae_unclassified_SGB4771","YangFM_2021_Metformin_D90","None"
"YangFM_2021_Metformin_D90.Clostridiales_bacterium",0.330275750290865,-0.142,0.649317631524218,"none","Clostridiales_bacterium","YangFM_2021_Metformin_D90","None"
"YangFM_2021_Metformin_D90.Clostridiales_bacterium_KLE1615",0.211776750143955,0.182,0.523780501616675,"none","Clostridiales_bacterium_KLE1615","YangFM_2021_Metformin_D90","None"
"YangFM_2021_Metformin_D90.Clostridiales_Family_XIII_bacterium_BX16",0.391359308364396,0.125,0.693882454707427,"none","Clostridiales_Family_XIII_bacterium_BX16","YangFM_2021_Metformin_D90","None"
"YangFM_2021_Metformin_D90.Clostridium_butyricum",0.64908562438656,-0.0664,0.848804278043964,"none","Clostridium_butyricum","YangFM_2021_Metformin_D90","None"
"YangFM_2021_Metformin_D90.Clostridium_fessum",0.112439326254727,-0.232,0.385260921911466,"none","Clostridium_fessum","YangFM_2021_Metformin_D90","None"
"YangFM_2021_Metformin_D90.Clostridium_leptum",0.484913025235708,-0.102,0.75344013060817,"none","Clostridium_leptum","YangFM_2021_Metformin_D90","None"
"YangFM_2021_Metformin_D90.Clostridium_SGB4750",0.0193531884380157,-0.341,0.147945637023678,"none","Clostridium_SGB4750","YangFM_2021_Metformin_D90","P<=0.05"
"YangFM_2021_Metformin_D90.Clostridium_SGB4751",0.0193531884380157,-0.341,0.147945637023678,"none","Clostridium_SGB4751","YangFM_2021_Metformin_D90","P<=0.05"
"YangFM_2021_Metformin_D90.Clostridium_SGB6179",0.294807399174302,0.153,0.608566702581237,"none","Clostridium_SGB6179","YangFM_2021_Metformin_D90","None"
"YangFM_2021_Metformin_D90.Clostridium_sp_1001270H_150608_G6",0.67208635343012,0.0617,0.863257582850244,"none","Clostridium_sp_1001270H_150608_G6","YangFM_2021_Metformin_D90","None"
"YangFM_2021_Metformin_D90.Clostridium_sp_1001270J_160509_D11",0.641491116314072,0.068,0.848804278043964,"none","Clostridium_sp_1001270J_160509_D11","YangFM_2021_Metformin_D90","None"
"YangFM_2021_Metformin_D90.Clostridium_sp_AF12_28",0.261986264013096,-0.163,0.582415617690653,"none","Clostridium_sp_AF12_28","YangFM_2021_Metformin_D90","None"
"YangFM_2021_Metformin_D90.Clostridium_sp_AF20_17LB",0.807703560716818,0.0354,0.929985374689882,"none","Clostridium_sp_AF20_17LB","YangFM_2021_Metformin_D90","None"
"YangFM_2021_Metformin_D90.Clostridium_sp_AF27_2AA",0.244408832233482,0.169,0.569630262221583,"none","Clostridium_sp_AF27_2AA","YangFM_2021_Metformin_D90","None"
"YangFM_2021_Metformin_D90.Clostridium_sp_AF32_12BH",0.491553344867349,-0.1,0.755632535460978,"none","Clostridium_sp_AF32_12BH","YangFM_2021_Metformin_D90","None"
"YangFM_2021_Metformin_D90.Clostridium_sp_AF34_10BH",0.0390631596756379,0.3,0.201593806183203,"none","Clostridium_sp_AF34_10BH","YangFM_2021_Metformin_D90","P<=0.05"
"YangFM_2021_Metformin_D90.Clostridium_sp_AF34_13",0.898951554835854,-0.0185,0.976680448675044,"none","Clostridium_sp_AF34_13","YangFM_2021_Metformin_D90","None"
"YangFM_2021_Metformin_D90.Clostridium_sp_AF36_4",0.907332566889791,0.0169,0.979889563158069,"none","Clostridium_sp_AF36_4","YangFM_2021_Metformin_D90","None"
"YangFM_2021_Metformin_D90.Clostridium_sp_AM22_11AC",0.0086808058568317,-0.382,0.100350115704974,"none","Clostridium_sp_AM22_11AC","YangFM_2021_Metformin_D90","P<=0.05"
"YangFM_2021_Metformin_D90.Clostridium_sp_AM33_3",0.0149372654842064,-0.354,0.139253862094699,"none","Clostridium_sp_AM33_3","YangFM_2021_Metformin_D90","P<=0.05"
"YangFM_2021_Metformin_D90.Clostridium_sp_AM42_4",0.112439326254727,-0.232,0.385260921911466,"none","Clostridium_sp_AM42_4","YangFM_2021_Metformin_D90","None"
"YangFM_2021_Metformin_D90.Clostridium_sp_AM49_4BH",0.294807399174302,-0.153,0.608566702581237,"none","Clostridium_sp_AM49_4BH","YangFM_2021_Metformin_D90","None"
"YangFM_2021_Metformin_D90.Clostridium_sp_AT4",0.00674797031690912,-0.395,0.0886437918903062,"none","Clostridium_sp_AT4","YangFM_2021_Metformin_D90","P<=0.05"
"YangFM_2021_Metformin_D90.Clostridium_symbiosum",0.0284874984134292,-0.319,0.168018102887368,"none","Clostridium_symbiosum","YangFM_2021_Metformin_D90","P<=0.05"
"YangFM_2021_Metformin_D90.Collinsella_aerofaciens",0.340897057517562,0.139,0.656794997483836,"none","Collinsella_aerofaciens","YangFM_2021_Metformin_D90","None"
"YangFM_2021_Metformin_D90.Collinsella_SGB14861",0.379770534065313,0.128,0.692053254194762,"none","Collinsella_SGB14861","YangFM_2021_Metformin_D90","None"
"YangFM_2021_Metformin_D90.Collinsella_SGB4121",0.0005394418480591,-0.505,0.019487336761135,"D90","Collinsella_SGB4121","YangFM_2021_Metformin_D90","q<=0.05"
"YangFM_2021_Metformin_D90.Coprobacillus_cateniformis",0.446110482100363,-0.111,0.734599216329869,"none","Coprobacillus_cateniformis","YangFM_2021_Metformin_D90","None"
"YangFM_2021_Metformin_D90.Coprobacter_fastidiosus",0.168920530903123,-0.201,0.483225120943229,"none","Coprobacter_fastidiosus","YangFM_2021_Metformin_D90","None"
"YangFM_2021_Metformin_D90.Coprococcus_catus",0.0671433235805015,-0.267,0.298529546380999,"none","Coprococcus_catus","YangFM_2021_Metformin_D90","None"
"YangFM_2021_Metformin_D90.Coprococcus_comes",0.294807399174302,-0.153,0.608566702581237,"none","Coprococcus_comes","YangFM_2021_Metformin_D90","None"
"YangFM_2021_Metformin_D90.Coprococcus_eutactus",0.335559345629456,0.14,0.655247641127789,"none","Coprococcus_eutactus","YangFM_2021_Metformin_D90","None"
"YangFM_2021_Metformin_D90.Coprococcus_SGB4669",0.0334189283056194,-0.311,0.185732120775462,"none","Coprococcus_SGB4669","YangFM_2021_Metformin_D90","P<=0.05"
"YangFM_2021_Metformin_D90.Desulfovibrio_SGB5077",0.64908562438656,-0.0664,0.848804278043964,"none","Desulfovibrio_SGB5077","YangFM_2021_Metformin_D90","None"
"YangFM_2021_Metformin_D90.Dialister_hominis",0.458844363935248,-0.108,0.740815760766965,"none","Dialister_hominis","YangFM_2021_Metformin_D90","None"
"YangFM_2021_Metformin_D90.Dialister_invisus",0.695398222531429,-0.0572,0.877598630181585,"none","Dialister_invisus","YangFM_2021_Metformin_D90","None"
"YangFM_2021_Metformin_D90.Dielma_fastidiosa",0.257512120408744,-0.165,0.581414084360368,"none","Dielma_fastidiosa","YangFM_2021_Metformin_D90","None"
"YangFM_2021_Metformin_D90.Dorea_formicigenerans",0.589410772663405,0.0788,0.830925430730361,"none","Dorea_formicigenerans","YangFM_2021_Metformin_D90","None"
"YangFM_2021_Metformin_D90.Dorea_longicatena",0.280418279201124,0.158,0.59588884330239,"none","Dorea_longicatena","YangFM_2021_Metformin_D90","None"
"YangFM_2021_Metformin_D90.Dorea_sp_AF24_7LB",0.130216499388913,-0.22,0.417134688915732,"none","Dorea_sp_AF24_7LB","YangFM_2021_Metformin_D90","None"
"YangFM_2021_Metformin_D90.Dorea_sp_AF36_15AT",0.0554452417537458,-0.28,0.25844636881988,"none","Dorea_sp_AF36_15AT","YangFM_2021_Metformin_D90","None"
"YangFM_2021_Metformin_D90.Dysosmobacter_sp_BX15",0.711102685309128,0.054,0.880472349950305,"none","Dysosmobacter_sp_BX15","YangFM_2021_Metformin_D90","None"
"YangFM_2021_Metformin_D90.Dysosmobacter_sp_NSJ_60",0.719001642173952,0.0525,0.880472349950305,"none","Dysosmobacter_sp_NSJ_60","YangFM_2021_Metformin_D90","None"
"YangFM_2021_Metformin_D90.Dysosmobacter_welbionis",0.452452112479989,-0.11,0.734599216329869,"none","Dysosmobacter_welbionis","YangFM_2021_Metformin_D90","None"
"YangFM_2021_Metformin_D90.Eggerthella_lenta",0.742876186845094,-0.0478,0.890834929453246,"none","Eggerthella_lenta","YangFM_2021_Metformin_D90","None"
"YangFM_2021_Metformin_D90.Eisenbergiella_tayi",0.865549240389985,-0.0247,0.962091271048868,"none","Eisenbergiella_tayi","YangFM_2021_Metformin_D90","None"
"YangFM_2021_Metformin_D90.Enterocloster_aldenensis",0.0720239041384655,-0.263,0.301665337623428,"none","Enterocloster_aldenensis","YangFM_2021_Metformin_D90","None"
"YangFM_2021_Metformin_D90.Enterocloster_asparagiformis",0.107728315307033,-0.235,0.384363989181882,"none","Enterocloster_asparagiformis","YangFM_2021_Metformin_D90","None"
"YangFM_2021_Metformin_D90.Enterocloster_bolteae",9.85093583275694e-05,-0.567,0.00948973485222252,"D90","Enterocloster_bolteae","YangFM_2021_Metformin_D90","q<=0.05"
"YangFM_2021_Metformin_D90.Enterocloster_citroniae",0.0167765819603122,-0.349,0.147945637023678,"none","Enterocloster_citroniae","YangFM_2021_Metformin_D90","P<=0.05"
"YangFM_2021_Metformin_D90.Enterocloster_clostridioformis",0.0703657333828045,-0.264,0.299054366876919,"none","Enterocloster_clostridioformis","YangFM_2021_Metformin_D90","None"
"YangFM_2021_Metformin_D90.Enterocloster_lavalensis",0.0199081260374936,-0.34,0.147945637023678,"none","Enterocloster_lavalensis","YangFM_2021_Metformin_D90","P<=0.05"
"YangFM_2021_Metformin_D90.Erysipelatoclostridium_ramosum",0.664383930275135,-0.0633,0.857173910042474,"none","Erysipelatoclostridium_ramosum","YangFM_2021_Metformin_D90","None"
"YangFM_2021_Metformin_D90.Escherichia_coli",3.84736504275212e-05,-0.601,0.00555944248677682,"D90","Escherichia_coli","YangFM_2021_Metformin_D90","q<=0.05"
"YangFM_2021_Metformin_D90.Escherichia_marmotae",0.000891194774803307,-0.484,0.0262237782534122,"D90","Escherichia_marmotae","YangFM_2021_Metformin_D90","q<=0.05"
"YangFM_2021_Metformin_D90.Eubacteriaceae_bacterium",0.656716789602209,-0.0648,0.851081399977751,"none","Eubacteriaceae_bacterium","YangFM_2021_Metformin_D90","None"
"YangFM_2021_Metformin_D90.Eubacteriales_unclassified_SGB15145",0.64908562438656,-0.0664,0.848804278043964,"none","Eubacteriales_unclassified_SGB15145","YangFM_2021_Metformin_D90","None"
"YangFM_2021_Metformin_D90.Eubacterium_ramulus",0.758932731772601,-0.0448,0.906328758191246,"none","Eubacterium_ramulus","YangFM_2021_Metformin_D90","None"
"YangFM_2021_Metformin_D90.Eubacterium_rectale",0.132925056192742,0.219,0.417134688915732,"none","Eubacterium_rectale","YangFM_2021_Metformin_D90","None"
"YangFM_2021_Metformin_D90.Eubacterium_siraeum",0.379770534065313,-0.128,0.692053254194762,"none","Eubacterium_siraeum","YangFM_2021_Metformin_D90","None"
"YangFM_2021_Metformin_D90.Eubacterium_sp_AF34_35BH",0.231780887166605,-0.175,0.549054724517614,"none","Eubacterium_sp_AF34_35BH","YangFM_2021_Metformin_D90","None"
"YangFM_2021_Metformin_D90.Eubacterium_sp_NSJ_61",0.932533867844988,0.0124,0.979889563158069,"none","Eubacterium_sp_NSJ_61","YangFM_2021_Metformin_D90","None"
"YangFM_2021_Metformin_D90.Eubacterium_ventriosum",0.949373971225811,-0.00926,0.979889563158069,"none","Eubacterium_ventriosum","YangFM_2021_Metformin_D90","None"
"YangFM_2021_Metformin_D90.Evtepia_gabavorous",0.00556231474009482,-0.404,0.0790737501493431,"none","Evtepia_gabavorous","YangFM_2021_Metformin_D90","P<=0.05"
"YangFM_2021_Metformin_D90.Faecalibacillus_intestinalis",0.043259861173178,0.295,0.219335085597341,"none","Faecalibacillus_intestinalis","YangFM_2021_Metformin_D90","P<=0.05"
"YangFM_2021_Metformin_D90.Faecalibacterium_prausnitzii",0.0188118157847925,0.343,0.147945637023678,"none","Faecalibacterium_prausnitzii","YangFM_2021_Metformin_D90","P<=0.05"
"YangFM_2021_Metformin_D90.Faecalibacterium_SGB15315",0.000998136888538115,0.48,0.0262237782534122,"D0","Faecalibacterium_SGB15315","YangFM_2021_Metformin_D90","q<=0.05"
"YangFM_2021_Metformin_D90.Faecalibacterium_SGB15346",0.0361472266175233,0.306,0.189937245317532,"none","Faecalibacterium_SGB15346","YangFM_2021_Metformin_D90","P<=0.05"
"YangFM_2021_Metformin_D90.Faecalicatena_fissicatena",0.641491116314072,-0.068,0.848804278043964,"none","Faecalicatena_fissicatena","YangFM_2021_Metformin_D90","None"
"YangFM_2021_Metformin_D90.Faecalimonas_umbilicata",0.215674324195101,-0.181,0.523780501616675,"none","Faecalimonas_umbilicata","YangFM_2021_Metformin_D90","None"
"YangFM_2021_Metformin_D90.Firmicutes_bacterium_AF16_15",0.135677026844563,0.217,0.417134688915732,"none","Firmicutes_bacterium_AF16_15","YangFM_2021_Metformin_D90","None"
